"X","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","quarter","semi","small_final","big_final","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final","first_round","fall_first_round","false_start_first_round","tomoa_skip","year","start_date","end_date","event","dob","time_progression","age"
76,6,"alina","gaidamakina","RUS",9.1,8.92,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1990-01-01",152,22
77,7,"esther","bruckner","FRA",8.9,10.33,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1994-01-01",152,18
78,8,"aleksandra","miroslaw","POL",9,11.67,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1994-02-02",152,18
79,9,"anouck","jaubert","FRA",9.3,9.65,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1994-01-27",152,18
80,10,"monika","prokopiuk-kawecka","POL",9.8,10.1,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1988-01-01",152,24
81,11,"stefanie","pichler","AUT",9.9,10.15,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1992-01-01",152,20
82,12,"mariia","krasavina","RUS",9,10.63,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1990-01-01",152,22
83,13,"margot","heitz","FRA",10.1,13.05,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1992-01-01",152,20
84,14,"klaudia","buczek","POL",9.4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1991-01-01",152,21
85,15,"yang","wang","CHN",10.1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012",NA,152,23.3720930232558
86,16,"alexandra","elmer","AUT",10.19,NA,FALSE,FALSE,TRUE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1996-01-01",152,16
87,17,"tamara","ulzhabayeva","KAZ",10.2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1987-08-04",152,25
88,18,"cuilian","he","CHN",10.4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012",NA,152,23.3720930232558
89,18,"anastasiya","savisko","UKR",10.4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1990-01-01",152,22
90,20,"lucelia","blanco","VEN",10.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1982-01-01",152,30
91,21,"nina","lach","AUT",10.9,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1995-01-01",152,17
92,22,"alla","marenych","UKR",11.3,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1988-01-01",152,24
93,23,"petra","klingler","SUI",11.4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1992-02-14",152,20
94,24,"hung ying","lee","TPE",11.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1985-08-14",152,27
95,25,"andrea","rojas","ECU",11.7,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1995-01-01",152,17
96,26,"cecile","avezou","FRA",11.8,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1971-01-01",152,41
97,27,"anna","kolokovska","UKR",12,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1987-01-01",152,25
98,28,"yelena","grunyashina","KAZ",12.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012",NA,152,23.3720930232558
99,28,"yevgeniya","soboleva","KAZ",12.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1987-01-01",152,25
100,30,"anastasia","shymkova","UKR",12.6,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012",NA,152,23.3720930232558
101,31,"anna","tsyganova","RUS",12.8,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1993-01-01",152,19
102,31,"mariya","ustimenko","UKR",12.8,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1994-01-01",152,18
103,33,"delaney","miller","USA",13.3,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1995-04-06",152,17
104,34,"danielle","rogan","USA",13.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012",NA,152,23.3720930232558
105,35,"lucia","korcova","SVK",14.3,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1985-01-01",152,27
106,36,"simona","korcova","SVK",14.7,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1985-01-01",152,27
107,37,"aliya","iskakova","KAZ",15.3,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1987-01-01",152,25
108,37,"carolina","rosero","ECU",15.3,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1993-01-01",152,19
109,39,"maria","georgieva","BUL",16.2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1983-01-01",152,29
110,40,"rebekka","stotz","SUI",16.8,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1992-01-01",152,20
111,41,"jain","kim","KOR",17.7,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1988-09-11",152,24
112,42,"barbara","bacher","AUT",20.6,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1982-01-01",152,30
113,43,"jenny","lavarda","ITA",20.8,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1984-01-01",152,28
114,44,"valeri","kremer","ISR",23.3,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1991-01-01",152,21
115,45,"konul","huseynova","AZE",34.6,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1980-01-01",152,32
116,46,"aysel","sultanova","AZE",65,NA,FALSE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1984-01-01",152,28
117,47,"reyhan","mammadova","AZE",NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1995-01-01",152,17
118,47,"sima","seferova","AZE",NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-09-12","2012-09-16","IFSC Climbing World Championship - Paris (FRA) 2012","1990-01-01",152,22
119,1,"esther","bruckner","FRA",8.72,8.54,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1994-01-01",182,18
120,2,"edyta","ropek","POL",9.56,9.19,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1979-01-01",182,33
121,3,"mariia","krasavina","RUS",8.39,8.58,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1990-01-01",182,22
122,4,"yuliya","levochkina","RUS",8.66,9.75,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1990-01-01",182,22
123,5,"kseniya","polekhina","RUS",9.19,9.02,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1990-01-01",182,22
124,6,"aleksandra","miroslaw","POL",8.92,9.02,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1994-02-02",182,18
125,7,"klaudia","buczek","POL",9.42,9.35,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1991-01-01",182,21
126,8,"alina","gaidamakina","RUS",8.55,9.97,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1990-01-01",182,22
127,9,"iuliia","kaplina","RUS",9.36,9.11,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1993-05-11",182,19
128,10,"supita","tita","INA",9.67,9.27,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1987-01-01",182,25
129,11,"cuilian","he","CHN",9.71,9.6,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",NA,182,21.9
130,12,"anouck","jaubert","FRA",10.2,10.26,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1994-01-27",182,18
131,13,"monika","prokopiuk-kawecka","POL",9.37,10.43,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1988-01-01",182,24
132,14,"anastasiya","savisko","UKR",10.3,11.71,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1990-01-01",182,22
133,15,"puji","lestari","INA",10.7,12.07,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1990-01-01",182,22
134,16,"yang","wang","CHN",10.01,NA,FALSE,FALSE,TRUE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",NA,182,21.9
135,17,"hung ying","lee","TPE",10.79,NA,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1985-08-14",182,27
136,18,"weiling","yang","CHN",11.11,NA,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1993-01-01",182,19
137,19,"xuhua","pan","CHN",11.28,NA,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1989-01-01",182,23
138,20,"lamu","renqing","CHN",11.46,NA,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1990-01-01",182,22
139,21,"wangmu","renzeng","CHN",11.88,NA,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1991-01-01",182,21
140,22,"rong","jiang","CHN",13.67,NA,FALSE,FALSE,FALSE,FALSE,FALSE,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-12","2012-10-13","IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012","1994-01-01",182,18
141,1,"yuliya","levochkina","RUS",9.82,9.34,FALSE,FALSE,FALSE,FALSE,FALSE,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-20","2012-10-21","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012","1990-01-01",190,22
142,2,"mariia","krasavina","RUS",9.46,9.4,FALSE,FALSE,FALSE,FALSE,FALSE,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-20","2012-10-21","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012","1990-01-01",190,22
143,3,"esther","bruckner","FRA",9.51,9.35,FALSE,FALSE,FALSE,FALSE,FALSE,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-20","2012-10-21","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012","1994-01-01",190,18
144,4,"monika","prokopiuk-kawecka","POL",10.08,9.79,FALSE,FALSE,FALSE,FALSE,FALSE,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-20","2012-10-21","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012","1988-01-01",190,24
145,5,"alina","gaidamakina","RUS",9.27,8.67,FALSE,FALSE,FALSE,FALSE,FALSE,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-20","2012-10-21","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012","1990-01-01",190,22
146,6,"anouck","jaubert","FRA",9.31,10.04,FALSE,FALSE,FALSE,FALSE,FALSE,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-20","2012-10-21","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012","1994-01-27",190,18
147,7,"edyta","ropek","POL",9.29,10.12,FALSE,FALSE,FALSE,FALSE,FALSE,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-20","2012-10-21","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012","1979-01-01",190,33
148,8,"aleksandra","miroslaw","POL",9.02,NA,FALSE,FALSE,TRUE,FALSE,FALSE,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-20","2012-10-21","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012","1994-02-02",190,18
149,9,"klaudia","buczek","POL",10.2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-20","2012-10-21","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012","1991-01-01",190,21
150,10,"cuilian","he","CHN",10.44,NA,FALSE,FALSE,FALSE,FALSE,FALSE,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-20","2012-10-21","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012",NA,190,23.4615384615385
151,11,"hung ying","lee","TPE",11.32,NA,FALSE,FALSE,FALSE,FALSE,FALSE,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-20","2012-10-21","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012","1985-08-14",190,27
152,12,"anastasiya","savisko","UKR",11.37,NA,FALSE,FALSE,FALSE,FALSE,FALSE,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,"2012-10-20","2012-10-21","IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012","1990-01-01",190,22
